assetid,assetref,assetdesc,assetgroup,prodgroup,company,city,department,building,room,purdate,purprice,depterm,assetage,tddep,bookvalue,opstatus,maintstatus
142,MLGPW/OPS/310/001,Bench Chair with 4 seats,Furniture and Fixtures,Chairs,MLGPW,Bulawayo,Public Works,Bulawayo Office,102,2001/12/21,4966.4,4,1391,4728.45,237.95,Operational,In Use
143,MLGPW/OPS/332/002,4 drawer steel filing cabinet,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,1545.5,4,1391,1471.45,74.05,Operational,In Use
144,MLGPW/OPS/313/001,Highback Chair,Furniture and Fixtures,Chairs,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,865.22,4,1391,823.77,41.45,Operational,In Use
145,MLGPW/OPS/332/001,4 drawer steel filing cabinet,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,1545.5,4,1391,1471.45,74.05,Operational,In Use
146,MLGPW/ADM/315/001,Red Comfy Chairs/ Lounge Suit,Furniture and Fixtures,Chairs,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
147,MLGPW/OPS/330/001,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/12/21,1432,4,1391,1363.39,68.61,Operational,Due For Service
148,MLGPW/OPS/001/001,Desktop computer - HP,Equipment - Computers,Computers,MLGPW,Gweru,Administration,Gweru Office,A100,2001/12/21,3878.26,4,1391,3692.44,185.82,Operational,In Use
149,MLGPW/OPS/004/001,Monitor - Proline,Equipment - Computers,Computers,MLGPW,Gweru,Administration,Gweru Office,A100,2001/12/21,1039.13,4,1391,989.34,49.79,Operational,In Use
150,MLGPW/OPS/360/001,Oak Filing Shelve,Furniture and Fixtures,Shelves,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,800,4,1391,761.67,38.33,Operational,In Use
151,MLGPW/OPS/313/002,Highback chair,Furniture and Fixtures,Chairs,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A103,2001/12/21,825.22,4,1391,785.68,39.54,Operational,In Use
152,MLGPW/OPS/341/002,Concept Desk with mobile pedestal drawer,Furniture and Fixtures,Desks,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,7821.74,4,1391,7446.98,374.76,Operational,In Use
153,MLGPW/OPS/001/002,Desktop computer - HP,Equipment - Computers,Computers,MLGPW,Gweru,Administration,Gweru Office,A100,2001/12/21,3878.26,4,1391,3692.44,185.82,Operational,In Use
154,MLGPW/OPS/341/001,Concept Desk with mobile pedestal drawer,Furniture and Fixtures,Desks,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,3670.44,4,1391,3494.58,175.86,Operational,In Use
155,MLGPW/OPS/110/001,Kenton Bar Fridge,Equipment - Office,Fridges,MLGPW,Gweru,Administration,Gweru Office,A101,2001/12/21,1094.78,4,1391,1042.33,52.45,Operational,In Use
156,MLGPW/OPS/313/001,Highback chair,Furniture and Fixtures,Chairs,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A103,2001/12/21,825.22,4,1391,785.68,39.54,Operational,In Use
157,MLGPW/ADM/350/002,Mobile Pedestal 3 door drawer,Furniture and Fixtures,Drawers,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,1430.44,4,1391,1361.9,68.54,Operational,In Use
158,MLGPW/ADM/140/001,Yale Digital safe,Equipment - Office,Safes,MLGPW,Gweru,Public Works,Gweru Office,A102,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
159,MLGPW/TEC/003/001,Notebook,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,101,2015/04/22,5639,4,1256,4847.76,791.24,Operational,In Use
160,MLGPW/TEC/342/001,Kyla 2 drawer filer desk,Furniture and Fixtures,Desks,MLGPW,Harare,Public Works,Head Office,104,2001/12/21,1480,4,1391,1409.09,70.91,Idle/ Standby,In Use
161,MLGPW/TEC/313/001,Highback leather chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,865.23,4,1391,823.77,41.46,Operational,In Use
162,MLGPW/TEC/330/001,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Harare,Provincial Affairs and Devolution,Head Office,105,2001/12/21,1432,4,1391,1363.39,68.61,Operational,In Use
163,MLGPW/TEC/181/001,Telephone Headset,Equipment - Office,Telecommunication,MLGPW,Harare,Administration,Head Office,102,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
164,MLGPW/ADM/315/002,Red Comfy Chairs/ Lounge Suit,Furniture and Fixtures,Chairs,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
165,MLGPW/TEC/003/001,Notebook : HP Laptop,Equipment - Computers,Computers,MLGPW,Harare,Administration,Head Office,102,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
166,MLGPW/OPS/210/001,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
167,MLGPW/OPS/002/009,Laptop Dell,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
168,MLGPW/OPS/230/10,Inverter/UPS - 061,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
169,MLGPW/SEC/854/001,Alarm Unit,Equipment Security,Guns,MLGPW,Harare,Provincial Affairs and Devolution,Head Office,103,2018/07/22,6521.74,4,1162,5187.04,1334.7,Operational,In Use
170,MLGPW/OPS/210/003,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
171,MLGPW/OPS/002/12,Laptop Lenovo - 017  S/N : mp15u6r4,Equipment - Computers,Computers,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
172,MLGPW/OPS/230/004,Inverter/UPS - 017,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2001/12/21,4330.9,4,1391,4123.4,207.5,Operational,In Use
173,MLGPW/OPS/210/008,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
174,MLGPW/OPS/230/001,Inverter/UPS - 023,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,4330.9,4,1391,4123.4,207.5,Operational,In Use
175,MLGPW/OPS/210/005,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
176,MLGPW/OPS/210/007,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
177,MLGPW/OPS/002/002,Laptop Lenovo - 010  S/N : Mp14mfar mtm:80j20221,Equipment - Computers,Computers,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
178,MLGPW/OPS/420/004,Toyota LC 79 4.2 Diesel D/C,Motor Vehicles,Bakkies,MLGPW,Bulawayo,Rural Development,Bulawayo Parking,Bay 101,2021/10/22,39955.86,4,1067,29180.63,10775.23,Operational,In Use
179,MLGPW/OPS/470/001,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLGPW,Gweru,Rural Development,Gweru Parking,Bay 1,2004/07/22,581365.88,4,1176,467957.75,113408.13,Operational,In Use
180,MLGPW/OPS/230/002,Inverter/UPS - 010,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,4330.9,4,1391,4123.4,207.5,Operational,In Use
181,MLGPW/OPS/210/002,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
182,MLGPW/OPS/230/003,Inverter/UPS - 012,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,4330.9,4,1391,4123.4,207.5,Operational,In Use
183,MLGPW/OPS/210/009,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
184,MLGPW/OPS/299/005,Safe,Equipment - Office,Payment Equipment,MLGPW,Gweru,Public Works,Gweru Office,A103,2008/09/22,0.01,4,1110,0.01,0,Operational,In Use
185,MLGPW/OPS/230/008,Inverter/UPS - 011,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
186,MLGPW/OPS/210/006,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
187,MLGPW/OPS/210/003,Fridge,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,Under Maintenance
188,MLGPW/OPS/299/006,Safe,Equipment - Office,Payment Equipment,MLGPW,Gweru,Public Works,Gweru Office,A103,2010/09/22,0.01,4,1108,0.01,0,Operational,In Use
189,MLGPW/OPS/002/10,Laptop Lenovo,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
190,MLGPW/OPS/230/12,Inverter/UPS - 021,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,3766,4,1391,3585.56,180.44,Under Commissioning,In Use
191,MLGPW/IT/210/001,Fridge,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
192,MLGPW/OPS/002/002,Laptop - 003  S/N:8Y536L2,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,201,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
193,MLGPW/OPS/230/001,Inverter/UPS - 003,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
194,MLGPW/OPS/210/001,Fridge,Equipment - Office,Payment Equipment,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,31751.71,4,1391,30230.41,1521.3,Operational,In Use
195,MLGPW/OPS/002/001,Laptop : Del 8799BL2,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
196,MLGPW/OPS/230/002,Inverter/UPS NAM 024,Equipment - Office,Payment Equipment,MLGPW,Harare,Provincial Affairs and Devolution,Head Office,102,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
197,MLGPW/OPS/002/007,Laptop Lenovo- 007 : S/N - mp15UDRQ,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,101,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
198,MLGPW/OPS/230/007,Inverter/UPS   - 007,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
199,MLGPW/OPS/002/001,Laptop,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,6762,4,1391,6438.02,323.98,Operational,In Use
200,MLGPW/OPS/230/005,Inverter/UPS - 016,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,105,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
201,MLGPW/OPS/299/007,Safe,Equipment - Office,Payment Equipment,MLGPW,Gweru,Provincial Affairs and Devolution,Gweru Office,A100,2011/09/22,0.01,4,1107,0.01,0,Operational,In Use
202,MLGPW/OPS/002/11,Laptop Lenovo,Equipment - Computers,Computers,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,6022.59,4,1391,5734.03,288.56,Operational,In Use
203,MLGPW/OPS/230/009,Inverter/UPS - 013,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Administration,Bulawayo Office,102,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
204,MLGPW/OPS/230/006,Inverter/UPS - 014,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2001/12/21,3766,4,1391,3585.56,180.44,Operational,In Use
205,MLGPW/OPS/181/007,Telephone Headset,Equipment - Office,Telecommunication,MLGPW,Bulawayo,Administration,Bulawayo Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
206,MLGPW/OPS/420/005,Toyota LC 79 4.2 Diesel D/C,Motor Vehicles,Bakkies,MLGPW,Bulawayo,Rural Development,Bulawayo Parking,Bay 102,2022/10/22,39955.86,4,1066,29153.28,10802.58,Operational,In Use
207,MLGPW/LOG/270/002,Air Conditioner - Free Standing,Equipment - Office,Payment Equipment,MLGPW,Harare,Administration,Head Office,105,2007/01/23,3082.61,4,989,2086.72,995.89,Operational,In Use
208,MLGPW/ADM/128/001,HP Deskjet 3in1,Equipment - Office,Printers,MLGPW,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,Due For Service
209,MLGPW/LOG/003/002,Notebook,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2012/11/22,0.01,4,1045,0.01,0,Operational,In Use
210,MLGPW/OPS/330/004,2 door steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
211,MLGPW/MD/312/003,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
212,MLGPW/OPS/129/001,Xpress Samsung Printer,Equipment - Office,Printers,MLGPW,Kwekwe,Public Works,Kwekwe Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
213,MLGPW/MD/312/004,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
214,MLGPW/MD/312/005,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
215,MLGPW/OPS/360/003,Wooden Filling Sheve,Furniture and Fixtures,Shelves,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
216,MLGPW/OPS/300/001,Work benches,Furniture and Fixtures,Benches,MLGPW,Kwekwe,Public Works,Kwekwe Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
217,MLGPW/LOG/001/008,Desktop Computer,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2001/12/21,7349,4,1391,6996.89,352.11,Operational,In Use
218,MLGPW/OPS/181/001,Telephone Headset,Equipment - Office,Telecommunication,MLGPW,Kwekwe,Public Works,Kwekwe Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
219,MLGPW/OPS/160/001,3G,Equipment - Office,Telecommunication,MLGPW,Kwekwe,Public Works,Kwekwe Office,101,2020/04/22,0.01,4,1251,0.01,0,Operational,In Use
220,MLGPW/OPS/330/001,4 Drawer steel cupboard,Furniture and Fixtures,Cupboards and Cabinets,MLGPW,Kwekwe,Public Works,Kwekwe Office,101,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
221,MLGPW/OPS/002/009,Laptop,Equipment - Computers,Computers,MLGPW,Gweru,Administration,Gweru Office,A100,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
222,MLGPW/IT/002/29,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,202,2020/12/21,8797,4,1372,8261.11,535.89,Operational,In Use
223,MLGPW/SEC/841/001,Panasonic CCTV Camera,Equipment Security,CCTV Cameras,MLGPW,Harare,Provincial Affairs and Devolution,Head Office,105,2001/12/21,24335.06,4,1391,23169.11,1165.95,Operational,In Use
224,MLGPW/OPS/002/006,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,101,2016/12/22,9228,4,1011,6385.7,2842.3,Operational,In Use
225,MLGPW/OPS/230/15,Inverter/UPS,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Urban Development,Bulawayo Office,104,2011/12/22,6552.18,4,1016,4556.48,1995.7,Operational,In Use
226,MLGPW/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLGPW,Bulawayo,Rural Development,Bulawayo Parking,Bay 103,2014/12/22,18530,4,1013,12847.97,5682.03,Operational,In Use
227,MLGPW/OPS/470/002,Toyota - Hillux 2.4 GD6 D/C,Motor Vehicles,Bakkies,MLGPW,Harare,Rural Development,HQ Parking,Bay 04,2026/03/23,359900,4,911,224414.03,135485.97,Operational,In Use
228,MLGPW/IT/002/22,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Provincial Affairs and Devolution,Head Office,102,2019/03/23,8279,4,918,5202,3077,Operational,In Use
229,MLGPW/OPS/270/23,Air Conditioner - Free Standing,Equipment - Office,Payment Equipment,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/12/21,3260.87,4,1391,3104.63,156.24,Operational,In Use
230,MLGPW/IT/002/23,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Urban Development,Head Office,103,2020/03/23,8279,4,917,5196.33,3082.67,Operational,In Use
231,MLGPW/IT/002/24,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Rural Development,Head Office,103,2021/03/23,8279,4,916,5190.67,3088.33,Operational,In Use
232,MLGPW/IT/002/25,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Local Government,Head Office,103,2022/03/23,8279,4,915,5185,3094,Operational,In Use
233,MLGPW/IT/002/26,Laptop,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,105,2023/03/23,8279,4,914,5179.33,3099.67,Operational,In Use
234,MLGPW/OPS/318/001,Paula High Backchair,Furniture and Fixtures,Chairs,MLGPW,Chegutu,Public Works,Chegutu Office,102,2007/08/22,1300,4,1142,1016.15,283.85,Operational,In Use
235,MLGPW/OPS/851/001,CCTV Monitor,Equipment Security,Guns,MLGPW,Harare,Rural Development,Head Office,103,2001/12/21,0.01,4,1391,0.01,0,Operational,In Use
236,MLGPW/IT/006/001,Servers,Equipment - Computers,Computers,MLGPW,Harare,Public Works,Head Office,105,2024/03/23,23837,4,913,14896.09,8940.91,Operational,In Use
237,MLGPW/SEC/842/002,HIK vision cctv system,Equipment Security,CCTV Cameras,MLGPW,Harare,Public Works,Head Office,202,2025/03/23,5524,4,912,3448.25,2075.75,Operational,In Use
238,MLGPW/OPS/235/001,Flashlights,Equipment - Office,Payment Equipment,MLGPW,Harare,Urban Development,Head Office,103,2027/03/23,500,4,910,311.43,188.57,Operational,In Use
239,MLGPW/BL/701/001,Cellphones,Equipment - Office,Cellphones,MLGPW,Harare,Public Works,Head Office,105,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
240,MLGPW/OPS/851/002,CCTV Monitor,Equipment Security,Guns,MLGPW,Harare,Local Government,Head Office,103,2001/12/21,5400.98,4,1391,5142.21,258.77,Operational,In Use
241,MLGPW/BL/701/002,Cellphones,Equipment - Office,Cellphones,MLGPW,Harare,Public Works,Head Office,106,2006/09/21,3438.99,4,1477,3438.99,0,Operational,In Use
242,MLGPW/ADM/110/001,Logic Bar Fridge 130 Litre,Equipment - Office,Fridges,FINIP,Bulawayo,Provincial Affairs and Devolution,Bulawayo Office,105,2001/12/21,1717.3,4,1391,1635.02,82.28,Operational,In Use
243,MLGPW/LOG/430/001,Nissan NP200,Motor Vehicles,Bakkies,MLGPW,Harare,Rural Development,HQ Parking,Bay 05,2001/12/21,153652.18,4,1391,146290.34,7361.84,Operational,In Use
244,MLGPW/OPS/312/001,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Chegutu,Public Works,Chegutu Office,102,2008/08/22,747.83,4,1141,584.03,163.8,Operational,In Use
245,MLGPW/OPS/380/001,Angel Water Container,Furniture and Fixtures,Water Containers,MLGPW,Bulawayo,Local Government,Bulawayo Office,101,2001/12/21,769.59,4,1391,732.72,36.87,Operational,In Use
246,MLGPW/OPS/370/001,Small Coffe Table,Furniture and Fixtures,Tables,MLGPW,Bulawayo,Local Government,Bulawayo Office,105,2001/12/21,1022.4,4,1391,973.41,48.99,Operational,In Use
247,MLGPW/OPS/312/002,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Chegutu,Public Works,Chegutu Office,102,2009/08/22,747.83,4,1140,583.52,164.31,Operational,In Use
248,MLGPW/OPS/235/002,Flashlights,Equipment - Office,Payment Equipment,MLGPW,Harare,Rural Development,Head Office,103,2028/03/23,500,4,909,311.09,188.91,Operational,In Use
249,MLGPW/OPS/235/003,Flashlights,Equipment - Office,Payment Equipment,MLGPW,Harare,Local Government,Head Office,103,2029/03/23,500,4,908,310.75,189.25,Operational,In Use
250,MLGPW/ADM/390/002,Framed Pictures,Furniture and Fixtures,Pictures,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,430.44,4,1391,409.82,20.62,Operational,In Use
251,MLGPW/ADM/390/003,Framed Pictures,Furniture and Fixtures,Pictures,MLGPW,Gweru,Public Works,Gweru Office,A103,2001/12/21,430.44,4,1391,409.82,20.62,Operational,In Use
252,MLGPW/ADM/520/001,Logik Microwave : Samsung,Equipment - Office,Microwave,MLGPW,Gweru,Public Works,Gweru Office,A102,2001/12/21,999.13,4,1391,951.26,47.87,Operational,In Use
253,MLGPW/OPS/851/003,CCTV Monitor,Equipment Security,Guns,MLGPW,Harare,Public Works,Head Office,105,2001/12/21,5400.98,4,1391,5142.21,258.77,Idle/ Standby,In Use
254,MLGPW/SEC/312/001,Visitor Chair,Furniture and Fixtures,Chairs,MLGPW,Harare,Administration,Head Office,105,2001/12/21,624,4,1391,594.1,29.9,Operational,In Use
